Prediction,Actual,Difference
4.42242063492063,5,-0.577579365079365
4.31944761904762,5,-0.680552380952381
4.45291111111111,5,-0.547088888888889
4.60300634920635,5,-0.396993650793652
3.86357777777778,5,-1.13642222222222
4.63657777777778,5,-0.363422222222222
4.32215079365079,5,-0.677849206349206
1.65045396825397,1,0.650453968253968
1.52705238095238,1,0.527052380952381
2.08011746031746,1,1.08011746031746
1.71032857142857,1,0.710328571428571
1.98280634920635,1,0.982806349206349
1.67347619047619,1,0.67347619047619
2.0780746031746,1,1.0780746031746
2.13696507936508,1,1.13696507936508
3.18637936507936,1,2.18637936507936
2.41673174603175,1,1.41673174603175
2.83304603174603,3,-0.166953968253968
2.70818571428571,3,-0.291814285714286
3.45009523809524,3,0.450095238095237
3.14396507936508,3,0.14396507936508
2.99436031746032,3,-0.00563968253968294
2.83359682539683,3,-0.166403174603173
2.40514285714286,3,-0.594857142857143
2.33485714285714,3,-0.665142857142857
3.54123492063492,4,-0.458765079365078
3.88804920634921,4,-0.111950793650794
3.73267142857143,4,-0.26732857142857
3.78062222222222,4,-0.219377777777778
4.04866349206349,4,0.0486634920634916
3.87615396825397,4,-0.123846031746032
3.91443015873016,4,-0.0855698412698418
3.76207936507936,4,-0.237920634920636
3.88618412698413,4,-0.113815873015874
3.41555238095238,4,-0.584447619047622
4.43223650793651,5,-0.567763492063492
4.50323015873016,5,-0.496769841269842
4.38030476190476,5,-0.61969523809524
4.61651904761905,5,-0.383480952380951
4.24714126984127,5,-0.752858730158728
4.01621587301587,5,-0.983784126984126
4.12864285714286,5,-0.871357142857144
4.03304761904762,5,-0.966952380952383
2.88035714285714,3,-0.119642857142856
2.45422380952381,3,-0.545776190476191
3.57961904761905,3,0.579619047619047
2.87712698412698,3,-0.122873015873015
3.73012063492064,3,0.730120634920636
4.15938253968254,5,-0.84061746031746
4.12029206349206,5,-0.879707936507936
4.72820793650794,5,-0.271792063492063
4.35641428571429,5,-0.643585714285714
4.81327301587302,5,-0.186726984126984
4.6206126984127,5,-0.379387301587301
4.62040952380952,5,-0.379590476190477
3.36788095238095,3,0.367880952380952
3.74610476190476,3,0.746104761904761
3.36173492063492,3,0.361734920634921
3.46763809523809,3,0.467638095238094
3.3388746031746,3,0.338874603174603
3.24660634920635,3,0.246606349206348
2.86863968253968,3,-0.131360317460319
2.8456619047619,3,-0.154338095238096
3.18029047619048,3,0.180290476190478
2.98417777777778,3,-0.015822222222222
3.30835873015873,3,0.308358730158729
3.28088095238095,3,0.28088095238095
2.84029206349206,2,0.840292063492064
2.02969365079365,2,0.0296936507936496
3.94439841269841,2,1.94439841269841
1.85767142857143,2,-0.14232857142857
2.5947126984127,2,0.594712698412699
2.22089841269841,2,0.220898412698412
1.95826984126984,2,-0.0417301587301582
2.40104126984127,2,0.40104126984127
4.17017936507937,5,-0.829820634920634
4.63890952380952,5,-0.361090476190476
4.70342222222222,5,-0.296577777777779
4.51892222222222,5,-0.481077777777776
4.63916031746032,5,-0.360839682539681
3.80701904761905,5,-1.19298095238095
4.21043968253968,5,-0.789560317460318
4.65874285714286,5,-0.341257142857139
4.65569682539683,5,-0.344303174603175
4.33498571428571,5,-0.665014285714286
4.82420158730159,5,-0.17579841269841
3.46260476190476,1,2.46260476190476
2.90953333333333,1,1.90953333333333
1.36284920634921,1,0.362849206349207
2.10072063492063,1,1.10072063492063
4.29129682539683,5,-0.708703174603174
4.33764126984127,5,-0.662358730158731
4.46044920634921,5,-0.539550793650794
4.54786507936508,5,-0.452134920634921
4.40702063492063,5,-0.592979365079366
4.45705555555556,5,-0.542944444444444
4.5053253968254,5,-0.494674603174602
4.42456507936508,5,-0.575434920634918
4.34056825396825,5,-0.659431746031746
3.43168253968254,3,0.431682539682541
3.35045238095238,3,0.350452380952381
3.34563015873016,3,0.345630158730159
3.18577777777778,3,0.18577777777778
3.09103116883117,3,0.0910311688311696
3.48500158730159,3,0.485001587301591
3.09393650793651,3,0.0939365079365087
3.2706391053391,3,0.270639105339105
3.30109047619047,3,0.301090476190477
3.29281746031746,3,0.29281746031746
3.00908095238095,3,0.00908095238095452
3.15309365079365,3,0.153093650793652
3.26503968253968,3,0.265039682539683
3.14574603174603,3,0.145746031746034
3.16145714285714,3,0.161457142857144
3.18758888888889,3,0.187588888888889
3.45274761904762,3,0.452747619047619
2.93556666666667,3,-0.0644333333333327
3.26503968253968,3,0.265039682539683
3.16145714285714,3,0.161457142857144
3.23596349206349,3,0.235963492063491
3.16763650793651,3,0.167636507936507
2.11791111111111,1,1.11791111111111
1.33837301587302,1,0.338373015873016
1.54110793650794,1,0.541107936507936
2.20504920634921,1,1.20504920634921
1.22500793650794,1,0.225007936507936
2.11791111111111,1,1.11791111111111
1.30534603174603,1,0.305346031746031
1.54110793650794,1,0.541107936507936
1.50411904761905,1,0.504119047619048
3.86371111111111,5,-1.13628888888889
4.22371587301587,5,-0.776284126984126
4.43487301587301,5,-0.565126984126985
4.05637301587302,5,-0.943626984126984
4.27766031746032,5,-0.722339682539682
2.74706825396825,1,1.74706825396825
2.25797142857143,1,1.25797142857143
2.23019841269841,1,1.23019841269841
2.69493968253968,1,1.69493968253968
2.27758571428571,1,1.27758571428571
2.79339206349206,1,1.79339206349206
2.08266349206349,1,1.08266349206349
2.20876984126984,1,1.20876984126984
2.31726507936508,2,0.317265079365081
2.10926984126984,2,0.109269841269841
2.28102222222222,2,0.281022222222223
2.46292857142857,2,0.462928571428572
2.46904761904762,2,0.469047619047619
2.6058873015873,2,0.605887301587303
2.28547142857143,2,0.285471428571428
3.20024126984127,2,1.20024126984127
4.37045714285714,5,-0.629542857142857
4.55424920634921,5,-0.445750793650793
4.68370793650794,5,-0.316292063492063
4.53686666666667,5,-0.463133333333333
3.61253333333333,5,-1.38746666666667
3.99597619047619,5,-1.00402380952381
4.17321428571428,5,-0.826785714285716
4.08506031746032,5,-0.914939682539681
4.51990476190476,5,-0.480095238095235
4.61010317460318,5,-0.389896825396825
4.64311904761905,5,-0.356880952380954
4.67001746031746,5,-0.329982539682539
2.84389047619048,4,-1.15610952380952
3.31945396825397,4,-0.680546031746032
3.35681904761905,4,-0.643180952380953
3.58184126984127,4,-0.41815873015873
3.60565714285714,4,-0.394342857142857
4.24518253968254,4,0.245182539682539
4.04937301587302,4,0.049373015873015
3.86840158730159,4,-0.131598412698412
4.0130126984127,4,0.0130126984126999
4.20311587301588,4,0.203115873015875
4.28408253968254,4,0.28408253968254
4.08257619047619,4,0.0825761904761881
3.81763015873016,4,-0.182369841269842
3.11532539682539,4,-0.884674603174606
3.46608095238095,4,-0.533919047619048
3.51142063492064,4,-0.488579365079365
3.82680952380952,4,-0.173190476190476
3.83650952380952,4,-0.163490476190476
3.75004603174603,4,-0.249953968253966
2.93291111111111,2,0.932911111111112
2.56974444444444,2,0.569744444444443
3.58284603174603,2,1.58284603174603
2.60004285714286,2,0.600042857142856
2.97106666666667,2,0.971066666666666
2.46344920634921,2,0.463449206349206
3.12878253968254,2,1.12878253968254
2.24063650793651,2,0.240636507936507
2.39464126984127,2,0.39464126984127
2.70426984126984,2,0.70426984126984
2.61056666666667,2,0.610566666666665
2.52415079365079,2,0.524150793650792
3.04486507936508,2,1.04486507936508
2.85188095238095,2,0.851880952380951
2.70773174603175,2,0.707731746031746
3.32432222222222,2,1.32432222222222
3.64747142857143,2,1.64747142857143
3.73794126984127,2,1.73794126984127
3.52169047619048,2,1.52169047619048
3.39136825396825,2,1.39136825396825
2.52637301587302,2,0.526373015873015
2.42554444444444,2,0.425544444444444
2.69354285714286,2,0.693542857142856
2.48905714285714,2,0.489057142857142
3.21344761904762,2,1.21344761904762
3.39613650793651,2,1.39613650793651
3.57708253968254,2,1.57708253968254
3.62916031746032,2,1.62916031746032
3.7304,2,1.7304
3.28721587301587,2,1.28721587301587
4.37658571428571,5,-0.623414285714286
4.35956349206349,5,-0.640436507936507
4.46985396825397,5,-0.530146031746031
4.77340793650794,5,-0.226592063492064
4.79553015873016,5,-0.204469841269841
4.76418571428571,5,-0.235814285714286
4.21059523809524,5,-0.789404761904762
4.34979047619048,5,-0.650209523809525
3.99000634920635,5,-1.00999365079365
4.6721253968254,5,-0.327874603174601
4.63539365079365,5,-0.364606349206346
4.64025714285714,5,-0.359742857142856
4.19339206349206,5,-0.806607936507937
4.1124619047619,5,-0.887538095238096
3.6186746031746,5,-1.3813253968254
4.24096984126984,5,-0.759030158730157
4.19629841269841,5,-0.803701587301589
4.59101111111111,5,-0.408988888888889
4.13817301587302,5,-0.861826984126983
4.43049841269841,5,-0.569501587301587
4.32093968253968,5,-0.679060317460317
4.59160476190476,5,-0.40839523809524
4.44565873015873,5,-0.554341269841269
4.60712698412698,5,-0.392873015873017
3.76390793650793,5,-1.23609206349207
2.1649126984127,3,-0.835087301587302
2.77817777777778,3,-0.221822222222222
2.46277619047619,3,-0.537223809523808
2.79070793650794,3,-0.209292063492062
2.58341746031746,3,-0.416582539682539
2.65182698412699,3,-0.348173015873015
3.39123968253968,3,0.391239682539683
2.46345079365079,3,-0.536549206349207
2.32535555555556,3,-0.674644444444444
3.02916190476191,3,0.0291619047619061
2.14643015873016,3,-0.853569841269841
1.60809841269841,2,-0.391901587301588
1.87490317460317,2,-0.125096825396826
1.64874285714286,2,-0.351257142857143
1.70217619047619,2,-0.297823809523811
1.59706507936508,2,-0.402934920634922
1.57104920634921,2,-0.428950793650793
1.90440317460317,2,-0.0955968253968253
1.70551904761905,2,-0.294480952380953
1.89737142857143,2,-0.102628571428571
2.04038412698413,2,0.0403841269841267
3.6791126984127,2,1.6791126984127
2.10276190476191,2,0.102761904761905
2.38645079365079,2,0.386450793650793
1.94908253968254,2,-0.0509174603174594
2.12004761904762,2,0.120047619047618
3.36027561327561,2,1.36027561327561
3.35568253968254,4,-0.644317460317461
3.12804285714286,4,-0.871957142857141
4.63406666666667,4,0.634066666666667
3.52861904761905,4,-0.471380952380952
3.79542698412698,4,-0.204573015873017
3.85614444444444,4,-0.143855555555555
3.83472380952381,4,-0.16527619047619
2.38988888888889,4,-1.61011111111111
2.64283650793651,3,-0.357163492063493
2.41353174603175,3,-0.586468253968254
3.36378888888889,3,0.36378888888889
2.6782253968254,3,-0.321774603174602
2.53303968253968,3,-0.466960317460317
1.71864761904762,3,-1.28135238095238
2.1166253968254,3,-0.883374603174602
2.77517301587302,3,-0.224826984126985
2.44262380952381,3,-0.55737619047619
3.15673968253968,3,0.156739682539682
2.19750158730159,2,0.197501587301587
2.60875714285714,2,0.608757142857143
2.33561428571428,2,0.335614285714285
1.96460952380952,2,-0.0353904761904764
1.85502698412698,2,-0.144973015873016
2.02632222222222,2,0.0263222222222219
4.32566825396826,2,2.32566825396826
1.50862380952381,2,-0.491376190476191
1.97501587301587,2,-0.024984126984126
2.63361746031746,2,0.63361746031746
1.77519206349206,1,0.775192063492065
1.62843968253968,1,0.628439682539682
1.64675873015873,1,0.64675873015873
1.3686126984127,1,0.368612698412698
1.47418253968254,1,0.47418253968254
1.45526349206349,1,0.455263492063492
1.63130634920635,1,0.631306349206349
1.60805079365079,1,0.608050793650794
1.55392222222222,1,0.553922222222223
1.82363650793651,1,0.823636507936508
1.36735079365079,1,0.367350793650794
2.46392698412699,1,1.46392698412699
4.16214761904762,4,0.162147619047619
4.27376825396825,4,0.273768253968255
4.38661904761905,4,0.386619047619047
4.17650158730159,4,0.176501587301585
4.25497777777778,4,0.254977777777778
4.08939841269842,4,0.0893984126984151
4.0189873015873,4,0.0189873015873001
1.67203174603175,1,0.672031746031746
3.00667936507936,1,2.00667936507936
1.71700317460317,1,0.717003174603175
2.28712380952381,1,1.28712380952381
1.97944761904762,1,0.979447619047619
2.30383968253968,1,1.30383968253968
1.78546825396825,1,0.785468253968254
2.10700158730159,1,1.10700158730159
3.78219365079365,1,2.78219365079365
4.19856190476191,5,-0.801438095238093
4.60902857142857,5,-0.39097142857143
4.2618873015873,5,-0.738112698412698
4.67614920634921,5,-0.323850793650793
4.34609523809524,5,-0.653904761904762
4.62796984126984,5,-0.372030158730159
4.43858888888889,5,-0.561411111111111
4.72775238095238,5,-0.272247619047621
4.57805396825397,5,-0.421946031746033
4.8205253968254,5,-0.179474603174604
4.53772063492063,5,-0.462279365079366
4.29317301587302,5,-0.706826984126984
4.69908888888889,5,-0.300911111111112
4.37707619047619,5,-0.62292380952381
4.33761746031746,5,-0.662382539682539
4.15357142857143,5,-0.846428571428573
4.36192063492063,4,0.361920634920633
3.80173015873016,4,-0.198269841269842
2.74334444444444,4,-1.25665555555556
4.06439365079365,4,0.0643936507936509
2.35300317460318,5,-2.64699682539682
4.38463492063492,5,-0.61536507936508
4.45626349206349,5,-0.543736507936509
3.80248253968254,5,-1.19751746031746
3.92428412698413,5,-1.07571587301587
1.68716984126984,3,-1.31283015873016
2.25728412698413,3,-0.742715873015872
1.7872253968254,3,-1.2127746031746
1.62444761904762,3,-1.37555238095238
1.80876984126984,3,-1.19123015873016
2.68298095238095,3,-0.317019047619049
1.36810634920635,1,0.36810634920635
1.65464444444444,1,0.654644444444444
1.73841428571429,1,0.738414285714285
1.81455238095238,1,0.814552380952381
1.89142222222222,1,0.891422222222223
2.04376507936508,1,1.04376507936508
2.07951428571429,1,1.07951428571429
4.05811587301587,1,3.05811587301587
3.88007301587302,5,-1.11992698412698
3.54744126984127,5,-1.45255873015873
4.48495873015873,5,-0.515041269841269
2.65431746031746,5,-2.34568253968254
2.25203968253968,3,-0.747960317460318
2.43953015873016,3,-0.560469841269841
2.85803650793651,3,-0.141963492063494
2.36763492063492,3,-0.63236507936508
2.4258,3,-0.5742
1.58606984126984,1,0.586069841269841
1.73144444444444,1,0.731444444444444
1.25765714285714,1,0.257657142857143
2.74433492063492,1,1.74433492063492
1.3998873015873,1,0.399887301587302
1.51820793650794,1,0.518207936507936
2.02471746031746,1,1.02471746031746
4.41856349206349,5,-0.581436507936507
4.41051904761905,5,-0.589480952380955
4.60439841269841,5,-0.395601587301587
4.80717777777778,5,-0.192822222222223
4.55690476190476,5,-0.443095238095238
4.56872063492064,5,-0.431279365079364
3.79761428571428,3,0.797614285714285
1.9813873015873,3,-1.0186126984127
2.83665555555556,3,-0.163344444444445
1.54460952380952,1,0.544609523809524
1.27086031746032,1,0.270860317460318
2.76393650793651,1,1.76393650793651
2.54452380952381,1,1.54452380952381
2.06756666666667,1,1.06756666666667
3.75054285714286,4,-0.249457142857144
3.67221111111111,4,-0.327788888888888
3.7078873015873,4,-0.292112698412698
3.82195555555556,4,-0.178044444444444
4.13790317460317,4,0.137903174603173
4.38646666666667,4,0.386466666666666
3.25503492063492,4,-0.744965079365081
2.59606984126984,4,-1.40393015873016
3.04531904761905,4,-0.954680952380952
3.07274603174603,4,-0.927253968253966
3.71653650793651,4,-0.283463492063493
3.0123746031746,4,-0.987625396825397
4.21156190476191,5,-0.788438095238094
3.80659682539683,5,-1.19340317460317
4.25918571428571,5,-0.740814285714285
4.52013492063492,5,-0.479865079365077
4.38227936507936,5,-0.617720634920635
3.32248253968254,2,1.32248253968254
3.02556984126984,2,1.02556984126984
3.34805396825397,2,1.34805396825397
2.43214603174603,2,0.432146031746034
2.50929682539683,2,0.509296825396825
4.07243492063492,4,0.0724349206349206
4.0792873015873,4,0.0792873015873026
4.00135079365079,4,0.00135079365079438
4.08432857142857,4,0.0843285714285722
3.94100952380952,4,-0.0589904761904769
4.01979523809524,4,0.0197952380952371
3.88097777777778,4,-0.119022222222223
3.11548412698412,2,1.11548412698412
2.54972063492063,2,0.549720634920634
2.80919523809524,2,0.809195238095238
2.86678253968254,2,0.866782539682538
2.5197,2,0.5197
2.56886984126984,2,0.568869841269842
2.78982063492064,2,0.789820634920636
3.03066349206349,2,1.03066349206349
4.3325,5,-0.667499999999999
4.61282222222222,5,-0.387177777777779
4.07229682539682,5,-0.927703174603176
4.61520317460317,5,-0.384796825396826
4.00728412698413,4,0.0072841269841275
3.88118095238095,4,-0.118819047619047
3.73924126984127,4,-0.26075873015873
3.27948571428571,4,-0.720514285714289
3.61123333333333,4,-0.388766666666667
3.20160634920635,4,-0.79839365079365
3.57395714285714,4,-0.426042857142857
2.72937777777778,1,1.72937777777778
3.08335555555556,1,2.08335555555556
3.76126825396825,1,2.76126825396825
2.84754126984127,1,1.84754126984127
1.97354444444444,1,0.973544444444445
2.01451587301587,1,1.01451587301587
1.94130476190476,1,0.941304761904762
2.4033746031746,1,1.4033746031746
1.68341111111111,1,0.683411111111111
1.24917777777778,1,0.249177777777777
1.45617301587302,1,0.456173015873016
2.05252857142857,1,1.05252857142857
2.2346126984127,1,1.2346126984127
4.32698412698413,5,-0.673015873015874
4.00706825396825,5,-0.992931746031746
3.80773809523809,5,-1.19226190476191
4.21861904761905,5,-0.781380952380952
3.95155396825397,5,-1.04844603174603
3.91803968253968,5,-1.08196031746032
3.1540380952381,5,-1.8459619047619
4.80074285714286,5,-0.199257142857142
3.27800634920635,4,-0.72199365079365
3.44600476190476,4,-0.553995238095237
4.13027936507936,4,0.130279365079363
4.54721111111111,4,0.54721111111111
4.33223015873016,4,0.33223015873016
4.35635396825397,4,0.356353968253969
4.02526825396825,4,0.0252682539682523
4.14945873015873,4,0.14945873015873
4.31356666666666,4,0.313566666666665
4.27394444444444,4,0.273944444444444
3.69369682539683,4,-0.306303174603173
3.5126,4,-0.487399999999999
3.68211904761905,4,-0.317880952380954
3.76769365079365,4,-0.23230634920635
4.55358253968254,5,-0.446417460317459
4.57849206349206,5,-0.421507936507935
4.75522222222222,5,-0.244777777777776
4.61896984126984,5,-0.381030158730159
2.89212063492064,3,-0.107879365079363
1.92536666666667,3,-1.07463333333333
1.93364603174603,3,-1.06635396825397
2.34639365079365,3,-0.65360634920635
2.05077301587302,3,-0.949226984126984
2.29486984126984,3,-0.705130158730161
1.71208253968254,3,-1.28791746031746
2.36555079365079,3,-0.634449206349208
2.29246349206349,3,-0.707536507936508
2.21654920634921,3,-0.783450793650794
1.83597619047619,1,0.835976190476191
