Prediction,Actual,Difference
4.83730158730159,5,-0.162698412698411
4.84850793650794,5,-0.151492063492063
4.21298095238095,5,-0.787019047619046
4.75261111111111,5,-0.247388888888888
4.87649047619048,5,-0.123509523809523
4.7446873015873,5,-0.255312698412697
4.92787301587301,5,-0.0721269841269851
3.2199,3,0.219900000000002
3.0444873015873,3,0.0444873015873029
2.77691428571429,3,-0.223085714285714
3.76314126984127,3,0.763141269841271
2.07886666666667,3,-0.921133333333334
3.08639523809524,3,0.0863952380952373
3.08115079365079,3,0.0811507936507918
4.75588253968254,3,1.75588253968254
4.02643492063492,3,1.02643492063492
4.50483015873016,3,1.50483015873016
3.96473650793651,3,0.964736507936507
4.22067301587301,3,1.22067301587301
4.08087936507937,3,1.08087936507937
3.42468571428571,3,0.424685714285714
4.07853492063492,3,1.07853492063492
4.03816031746032,3,1.03816031746032
4.91435714285714,5,-0.0856428571428571
3.73889523809524,5,-1.26110476190476
3.95520952380952,5,-1.04479047619048
4.21535555555556,5,-0.784644444444445
4.63103492063492,5,-0.368965079365078
4.82372698412698,5,-0.176273015873015
4.55487619047619,5,-0.445123809523809
4.85050634920635,5,-0.149493650793651
4.98217142857143,5,-0.0178285714285709
4.99666666666667,5,-0.00333333333333297
4.57093968253968,5,-0.429060317460317
4.8982,5,-0.1018
4.83546984126984,5,-0.164530158730158
4.91827301587302,5,-0.0817269841269832
4.91834920634921,5,-0.0816507936507938
4.92892063492063,5,-0.0710793650793651
4.82853650793651,5,-0.171463492063491
4.93325396825397,5,-0.0667460317460309
4.95108571428571,5,-0.048914285714285
4.87435555555556,5,-0.125644444444444
4.95991111111111,5,-0.0400888888888877
4.924,5,-0.0759999999999978
4.9436,5,-0.0563999999999991
4.80662857142857,5,-0.193371428571427
4.91374285714286,5,-0.0862571428571419
4.9094380952381,5,-0.0905619047619028
4.90355873015873,5,-0.0964412698412689
4.59573492063492,5,-0.40426507936508
4.90375238095238,5,-0.0962476190476185
4.96466031746032,5,-0.0353396825396812
4.9912,5,-0.00879999999999903
4.98436825396826,5,-0.0156317460317448
4.46273650793651,5,-0.537263492063492
4.63653333333333,5,-0.363466666666667
4.41921428571429,5,-0.580785714285714
4.88193015873016,5,-0.118069841269841
4.86051428571428,5,-0.139485714285716
4.83965714285714,5,-0.160342857142859
4.85271428571429,5,-0.147285714285714
2.87961746031746,5,-2.12038253968254
4.38168412698413,5,-0.618315873015873
4.62431746031746,5,-0.375682539682538
4.91146349206349,5,-0.0885365079365075
4.77022857142857,5,-0.229771428571428
4.85106031746032,5,-0.148939682539683
4.30946507936508,5,-0.69053492063492
4.89668888888889,5,-0.103311111111109
4.9334,5,-0.0665999999999984
4.93473333333334,5,-0.0652666666666644
4.84620952380952,5,-0.153790476190475
3.88747619047619,5,-1.11252380952381
4.91627777777778,5,-0.0837222222222218
4.93896190476191,5,-0.0610380952380947
4.9896,5,-0.0103999999999997
4.95738095238095,5,-0.0426190476190467
4.96486666666667,5,-0.0351333333333326
4.981,5,-0.0189999999999992
4.01977936507937,4,0.0197793650793656
4.37435396825397,4,0.374353968253969
4.34096507936508,4,0.34096507936508
4.35028412698412,4,0.350284126984125
4.15721587301587,4,0.157215873015875
4.62768888888889,4,0.627688888888889
4.65042698412699,4,0.650426984126987
4.59437301587302,4,0.594373015873017
3.98872857142857,4,-0.0112714285714293
3.44627936507936,4,-0.553720634920635
3.82020952380952,4,-0.179790476190478
2.20170317460317,2,0.201703174603173
2.45108095238095,2,0.451080952380953
2.26617936507937,2,0.266179365079365
3.46572380952381,2,1.46572380952381
2.15933015873016,2,0.159330158730159
2.94356507936508,2,0.943565079365081
4.81969047619048,5,-0.180309523809523
4.96005555555556,5,-0.0399444444444441
4.74732698412699,5,-0.252673015873015
4.6836,5,-0.316399999999999
4.94422222222222,5,-0.0557777777777764
4.90453492063492,5,-0.0954650793650789
4.9316746031746,5,-0.0683253968253954
1.43361111111111,1,0.433611111111111
1.74717777777778,1,0.747177777777778
1.56574761904762,1,0.565747619047618
2.06297777777778,1,1.06297777777778
2.16692222222222,1,1.16692222222222
3.6158,1,2.6158
4.81737936507936,5,-0.182620634920635
4.45697619047619,5,-0.543023809523811
3.81077301587301,5,-1.18922698412699
4.79645396825397,5,-0.20354603174603
4.61544126984127,5,-0.384558730158729
3.55185714285714,5,-1.44814285714286
3.13615555555555,4,-0.863844444444445
2.84430158730159,4,-1.15569841269841
3.15284920634921,4,-0.847150793650793
3.58658888888889,4,-0.413411111111111
3.96503492063492,4,-0.03496507936508
3.86669523809524,4,-0.133304761904761
3.51511746031746,4,-0.484882539682538
3.15785079365079,4,-0.842149206349207
3.68509682539683,4,-0.314903174603175
2.98471587301587,4,-1.01528412698413
3.4071,4,-0.592900000000002
3.16518412698413,3,0.165184126984126
2.22897936507936,3,-0.771020634920636
3.27929682539682,3,0.279296825396825
2.54807619047619,3,-0.451923809523809
3.26941428571428,3,0.269414285714285
2.65947301587301,3,-0.340526984126986
2.04133174603175,3,-0.958668253968253
2.76593333333333,3,-0.234066666666666
2.84520317460318,3,-0.154796825396825
2.84652222222222,3,-0.153477777777777
3.56196825396825,3,0.561968253968254
2.91083015873016,3,-0.0891698412698427
4.20957301587301,3,1.20957301587301
3.44267936507936,3,0.442679365079365
3.18144126984127,3,0.181441269841268
2.50841904761905,3,-0.491580952380954
2.95299682539682,3,-0.0470031746031769
2.11766190476191,3,-0.882338095238095
4.0836746031746,3,1.0836746031746
4.85556349206349,5,-0.144436507936508
4.84760158730159,5,-0.152398412698411
4.72610476190476,5,-0.273895238095237
4.16312698412699,5,-0.836873015873015
4.45646190476191,5,-0.543538095238095
4.81036666666667,5,-0.189633333333331
3.92991428571429,4,-0.0700857142857148
2.95424285714286,4,-1.04575714285714
4.14618888888889,4,0.14618888888889
3.6543126984127,4,-0.3456873015873
3.86538888888889,4,-0.134611111111111
4.12035396825397,4,0.120353968253968
2.82431587301587,4,-1.17568412698413
3.45563492063492,4,-0.54436507936508
3.74848571428571,4,-0.251514285714286
4.08824444444444,4,0.0882444444444443
4.11678888888889,3,1.11678888888889
3.22078253968254,3,0.220782539682539
3.51795396825397,3,0.51795396825397
3.01781904761905,3,0.0178190476190485
3.90112380952381,3,0.901123809523808
3.78498571428571,3,0.784985714285713
3.9962873015873,3,0.996287301587298
3.34373968253968,3,0.343739682539682
3.27879523809524,3,0.278795238095238
3.42680952380952,3,0.426809523809522
3.22890476190476,3,0.228904761904762
2.16194126984127,3,-0.83805873015873
1.9751,3,-1.0249
2.83106031746032,4,-1.16893968253968
4.36140952380952,4,0.361409523809525
3.64056349206349,4,-0.359436507936508
3.65317619047619,4,-0.346823809523811
3.79909523809524,4,-0.200904761904763
3.71871428571428,5,-1.28128571428572
4.64938571428571,5,-0.350614285714287
4.6731380952381,5,-0.326861904761903
4.12000317460317,5,-0.879996825396828
4.37266507936508,5,-0.627334920634919
4.30883174603175,5,-0.691168253968254
4.10366507936508,5,-0.896334920634921
4.32744603174603,5,-0.672553968253967
4.28055238095238,5,-0.719447619047619
4.15674126984127,5,-0.84325873015873
4.01976666666667,5,-0.980233333333333
3.59264285714286,5,-1.40735714285714
4.53032063492064,5,-0.469679365079362
4.75063333333333,5,-0.249366666666666
4.50280793650794,5,-0.497192063492063
4.73328571428571,5,-0.266714285714285
4.81581746031746,5,-0.184182539682539
4.80211428571429,5,-0.197885714285714
4.66820634920635,5,-0.331793650793651
4.39385396825397,5,-0.606146031746031
4.20561428571428,5,-0.794385714285715
3.51166666666667,3,0.511666666666668
4.05969523809524,3,1.05969523809524
4.36627619047619,3,1.36627619047619
4.35650634920635,3,1.35650634920635
2.85206984126984,3,-0.14793015873016
3.64644603174603,3,0.646446031746033
3.75791904761905,3,0.757919047619047
3.63530793650794,3,0.635307936507937
2.58137142857143,3,-0.418628571428572
2.27007142857143,3,-0.72992857142857
3.80012380952381,5,-1.19987619047619
4.46666984126984,5,-0.533330158730157
4.88575079365079,5,-0.114249206349206
4.63345396825397,5,-0.366546031746031
4.57386666666667,5,-0.426133333333332
4.29368253968254,5,-0.706317460317459
4.61219682539683,5,-0.387803174603174
4.55553015873016,5,-0.444469841269841
4.24651904761905,3,1.24651904761905
3.57852380952381,3,0.578523809523808
3.86678095238095,3,0.866780952380953
3.43702063492064,3,0.437020634920636
3.11768888888889,3,0.117688888888889
4.13734920634921,3,1.13734920634921
3.09404126984127,3,0.0940412698412709
3.39086031746032,3,0.390860317460318
3.61347301587302,3,0.613473015873017
3.46383650793651,3,0.463836507936508
3.22192698412698,3,0.221926984126984
3.75014285714286,3,0.750142857142857
1.83739206349206,1,0.837392063492064
1.60418888888889,1,0.604188888888889
2.33945238095238,1,1.33945238095238
1.46644761904762,1,0.466447619047619
1.56495238095238,1,0.56495238095238
1.52304444444444,1,0.523044444444444
3.2879746031746,1,2.2879746031746
3.0593619047619,1,2.0593619047619
1.72492380952381,1,0.72492380952381
1.60698095238095,1,0.606980952380952
1.85309841269841,1,0.853098412698412
1.55096825396825,1,0.550968253968253
2.41461111111111,1,1.41461111111111
3.36712539682539,1,2.36712539682539
3.11676825396825,2,1.11676825396825
2.63308888888889,2,0.633088888888888
2.18338571428571,2,0.183385714285714
2.21299365079365,2,0.212993650793651
1.97525396825397,2,-0.0247460317460315
3.10989523809524,2,1.10989523809524
2.3328,2,0.3328
2.59626825396825,2,0.596268253968253
2.15387301587302,2,0.153873015873017
2.91236984126984,3,-0.0876301587301578
2.93052380952381,3,-0.0694761904761907
3.01256190476191,3,0.0125619047619052
2.85610634920635,3,-0.14389365079365
3.64883809523809,3,0.648838095238095
3.44066666666666,3,0.440666666666665
3.43478412698412,3,0.434784126984124
3.33809523809524,3,0.338095238095238
3.27290158730159,3,0.272901587301586
4.65200793650794,5,-0.347992063492062
4.51495238095238,5,-0.485047619047618
4.29197142857143,5,-0.70802857142857
